"Strategy A,n = 100000"


"Trial 1

Space Name,Times Landed On,Percent Landed On (%)
COMMUNITY_CHEST_1,2253,2.095
BALTIC_AVENUE,2125,1.976
INCOME_TAX,2336,2.172
READING_RAILROAD,2656,2.470
ORIENTAL_AVENUE,2316,2.154
CHANCE_1,2226,2.070
VERMONT_AVENUE,2173,2.021
CONNECTICUT_AVENUE,2329,2.166
JAIL,6709,6.238
ST_CHARLES_PLACE,2663,2.476
ELECTRIC_COMPANY,2568,2.388
STATES_AVENUE,2371,2.205
VIRGINIA_AVENUE,2400,2.232
PENNSYLVANIA_RAILROAD,2736,2.544
ST_JAMES_PLACE,2864,2.663
COMMUNITY_CHEST_2,3013,2.802
TENNESSEE_AVENUE,2881,2.679
NEW_YORK_AVENUE,3094,2.877
FREE_PARKING,2809,2.612
KENTUCKY_AVENUE,2748,2.555
CHANCE_2,2742,2.550
INDIANA_AVENUE,2740,2.548
ILLINOIS_AVENUE,3253,3.025
BO_RAILROAD,2869,2.668
ATLANTIC_AVENUE,2755,2.562
VENTNOR_AVENUE,2705,2.515
WATER_WORKS,2793,2.597
MARVIN_GARDENS,2589,2.407
GO_TO_JAIL,2717,2.526
PACIFIC_AVENUE,2668,2.481
NORTH_CAROLINA_AVENUE,2638,2.453
COMMUNITY_CHEST_3,2644,2.459
PENNSYLVANIA_AVENUE,2545,2.367
SHORT_LINE,2380,2.213
CHANCE_3,2171,2.019
PARK_PLACE,2245,2.088
LUXURY_TAX,2229,2.073
BOARDWALK,2695,2.506
"
"
"
"Trial 6

Space Name,Times Landed On,Percent Landed On (%)
GO,2793,2.598
MEDITERRANEAN_AVENUE,2142,1.992
COMMUNITY_CHEST_1,2257,2.099
BALTIC_AVENUE,2190,2.037
INCOME_TAX,2332,2.169
READING_RAILROAD,2570,2.390
ORIENTAL_AVENUE,2274,2.115
CHANCE_1,2256,2.098
VERMONT_AVENUE,2292,2.132
CONNECTICUT_AVENUE,2300,2.139
JAIL,6630,6.167
ST_CHARLES_PLACE,2604,2.422
ELECTRIC_COMPANY,2553,2.375
STATES_AVENUE,2374,2.208
VIRGINIA_AVENUE,2498,2.324
PENNSYLVANIA_RAILROAD,2794,2.599
ST_JAMES_PLACE,2744,2.552
COMMUNITY_CHEST_2,2989,2.780
TENNESSEE_AVENUE,2947,2.741
NEW_YORK_AVENUE,3030,2.818
FREE_PARKING,2874,2.673
KENTUCKY_AVENUE,2826,2.629
CHANCE_2,2733,2.542
INDIANA_AVENUE,2696,2.508
ILLINOIS_AVENUE,3076,2.861
BO_RAILROAD,2900,2.697
ATLANTIC_AVENUE,2748,2.556
VENTNOR_AVENUE,2667,2.481
WATER_WORKS,2819,2.622
MARVIN_GARDENS,2669,2.483
GO_TO_JAIL,2662,2.476
PACIFIC_AVENUE,2704,2.515
NORTH_CAROLINA_AVENUE,2660,2.474
COMMUNITY_CHEST_3,2691,2.503
PENNSYLVANIA_AVENUE,2463,2.291
SHORT_LINE,2434,2.264
CHANCE_3,2294,2.134
PARK_PLACE,2172,2.020
LUXURY_TAX,2230,2.074
BOARDWALK,2623,2.440
"
"
"
"Trial 7

Space Name,Times Landed On,Percent Landed On (%)
GO,2768,2.572
MEDITERRANEAN_AVENUE,2226,2.068
COMMUNITY_CHEST_1,2193,2.037
BALTIC_AVENUE,2114,1.964
INCOME_TAX,2363,2.195
READING_RAILROAD,2632,2.445
ORIENTAL_AVENUE,2226,2.068
CHANCE_1,2383,2.214
VERMONT_AVENUE,2298,2.135
CONNECTICUT_AVENUE,2272,2.111
JAIL,6673,6.200
ST_CHARLES_PLACE,2674,2.484
ELECTRIC_COMPANY,2555,2.374
STATES_AVENUE,2325,2.160
VIRGINIA_AVENUE,2383,2.214
PENNSYLVANIA_RAILROAD,2739,2.545
ST_JAMES_PLACE,2790,2.592
COMMUNITY_CHEST_2,3034,2.819
TENNESSEE_AVENUE,2949,2.740
NEW_YORK_AVENUE,3015,2.801
FREE_PARKING,2784,2.586
KENTUCKY_AVENUE,2821,2.621
CHANCE_2,2752,2.557
INDIANA_AVENUE,2835,2.634
ILLINOIS_AVENUE,3141,2.918
BO_RAILROAD,2878,2.674
ATLANTIC_AVENUE,2723,2.530
VENTNOR_AVENUE,2698,2.507
WATER_WORKS,2811,2.612
MARVIN_GARDENS,2553,2.372
GO_TO_JAIL,2725,2.532
PACIFIC_AVENUE,2783,2.586
NORTH_CAROLINA_AVENUE,2475,2.299
COMMUNITY_CHEST_3,2668,2.479
PENNSYLVANIA_AVENUE,2544,2.363
SHORT_LINE,2459,2.285
CHANCE_3,2354,2.187
PARK_PLACE,2193,2.037
LUXURY_TAX,2102,1.953
BOARDWALK,2726,2.533
"
"
"
"Trial 8

Space Name,Times Landed On,Percent Landed On (%)
GO,2791,2.593
MEDITERRANEAN_AVENUE,2130,1.979
COMMUNITY_CHEST_1,2150,1.998
BALTIC_AVENUE,2212,2.055
INCOME_TAX,2329,2.164
READING_RAILROAD,2582,2.399
ORIENTAL_AVENUE,2317,2.153
CHANCE_1,2273,2.112
VERMONT_AVENUE,2319,2.155
CONNECTICUT_AVENUE,2191,2.036
JAIL,6695,6.221
ST_CHARLES_PLACE,2601,2.417
ELECTRIC_COMPANY,2543,2.363
STATES_AVENUE,2440,2.267
VIRGINIA_AVENUE,2489,2.313
PENNSYLVANIA_RAILROAD,2722,2.529
ST_JAMES_PLACE,2895,2.690
COMMUNITY_CHEST_2,2832,2.632
TENNESSEE_AVENUE,2918,2.711
NEW_YORK_AVENUE,3162,2.938
FREE_PARKING,2929,2.722
KENTUCKY_AVENUE,2796,2.598
CHANCE_2,2727,2.534
INDIANA_AVENUE,2679,2.489
ILLINOIS_AVENUE,3176,2.951
BO_RAILROAD,2895,2.690
ATLANTIC_AVENUE,2772,2.576
VENTNOR_AVENUE,2733,2.540
WATER_WORKS,2740,2.546
MARVIN_GARDENS,2584,2.401
GO_TO_JAIL,2710,2.518
PACIFIC_AVENUE,2763,2.567
NORTH_CAROLINA_AVENUE,2603,2.419
COMMUNITY_CHEST_3,2669,2.480
PENNSYLVANIA_AVENUE,2501,2.324
SHORT_LINE,2373,2.205
CHANCE_3,2357,2.190
PARK_PLACE,2190,2.035
LUXURY_TAX,2292,2.130
BOARDWALK,2538,2.358
"
"
"
"Trial 9

Space Name,Times Landed On,Percent Landed On (%)
GO,2802,2.601
MEDITERRANEAN_AVENUE,2150,1.996
COMMUNITY_CHEST_1,2256,2.095
BALTIC_AVENUE,2205,2.047
INCOME_TAX,2356,2.187
READING_RAILROAD,2621,2.433
ORIENTAL_AVENUE,2146,1.992
CHANCE_1,2330,2.163
VERMONT_AVENUE,2256,2.095
CONNECTICUT_AVENUE,2288,2.124
JAIL,6747,6.264
ST_CHARLES_PLACE,2727,2.532
ELECTRIC_COMPANY,2454,2.278
STATES_AVENUE,2399,2.227
VIRGINIA_AVENUE,2441,2.266
PENNSYLVANIA_RAILROAD,2780,2.581
ST_JAMES_PLACE,2789,2.589
COMMUNITY_CHEST_2,2954,2.743
TENNESSEE_AVENUE,3054,2.835
NEW_YORK_AVENUE,2942,2.731
FREE_PARKING,2806,2.605
KENTUCKY_AVENUE,2791,2.591
CHANCE_2,2828,2.626
INDIANA_AVENUE,2614,2.427
ILLINOIS_AVENUE,3240,3.008
BO_RAILROAD,2826,2.624
ATLANTIC_AVENUE,2776,2.577
VENTNOR_AVENUE,2749,2.552
WATER_WORKS,2862,2.657
MARVIN_GARDENS,2591,2.406
GO_TO_JAIL,2649,2.459
PACIFIC_AVENUE,2639,2.450
NORTH_CAROLINA_AVENUE,2636,2.447
COMMUNITY_CHEST_3,2699,2.506
PENNSYLVANIA_AVENUE,2507,2.328
SHORT_LINE,2414,2.241
CHANCE_3,2372,2.202
PARK_PLACE,2224,2.065
LUXURY_TAX,2136,1.983
BOARDWALK,2654,2.464
"
"
"
"Trial 10

Space Name,Times Landed On,Percent Landed On (%)
GO,2741,2.547
MEDITERRANEAN_AVENUE,2140,1.989
COMMUNITY_CHEST_1,2200,2.044
BALTIC_AVENUE,2158,2.005
INCOME_TAX,2319,2.155
READING_RAILROAD,2595,2.411
ORIENTAL_AVENUE,2309,2.146
CHANCE_1,2285,2.123
VERMONT_AVENUE,2331,2.166
CONNECTICUT_AVENUE,2221,2.064
JAIL,6658,6.187
ST_CHARLES_PLACE,2662,2.474
ELECTRIC_COMPANY,2573,2.391
STATES_AVENUE,2383,2.214
VIRGINIA_AVENUE,2437,2.265
PENNSYLVANIA_RAILROAD,2740,2.546
ST_JAMES_PLACE,2712,2.520
COMMUNITY_CHEST_2,3018,2.805
TENNESSEE_AVENUE,2891,2.687
NEW_YORK_AVENUE,3113,2.893
FREE_PARKING,2892,2.687
KENTUCKY_AVENUE,2799,2.601
CHANCE_2,2780,2.583
INDIANA_AVENUE,2703,2.512
ILLINOIS_AVENUE,3196,2.970
BO_RAILROAD,2903,2.698
ATLANTIC_AVENUE,2740,2.546
VENTNOR_AVENUE,2687,2.497
WATER_WORKS,2846,2.645
MARVIN_GARDENS,2588,2.405
GO_TO_JAIL,2719,2.527
PACIFIC_AVENUE,2729,2.536
NORTH_CAROLINA_AVENUE,2585,2.402
COMMUNITY_CHEST_3,2651,2.464
PENNSYLVANIA_AVENUE,2406,2.236
SHORT_LINE,2491,2.315
CHANCE_3,2330,2.165
PARK_PLACE,2179,2.025
LUXURY_TAX,2250,2.091
BOARDWALK,2651,2.464
"
"
"
