"Strategy B,n = 10000"


"Trial 1

Space Name,Times Landed On,Percent Landed On (%)
NEW_YORK_AVENUE,302,2.811
FREE_PARKING,256,2.383
KENTUCKY_AVENUE,300,2.792
CHANCE_2,242,2.252
INDIANA_AVENUE,273,2.541
ILLINOIS_AVENUE,342,3.183
BO_RAILROAD,274,2.550
ATLANTIC_AVENUE,268,2.494
VENTNOR_AVENUE,281,2.615
WATER_WORKS,303,2.820
MARVIN_GARDENS,235,2.187
GO_TO_JAIL,267,2.485
PACIFIC_AVENUE,274,2.550
NORTH_CAROLINA_AVENUE,261,2.429
COMMUNITY_CHEST_3,284,2.643
PENNSYLVANIA_AVENUE,249,2.318
SHORT_LINE,236,2.197
CHANCE_3,242,2.252
PARK_PLACE,196,1.824
LUXURY_TAX,217,2.020
BOARDWALK,263,2.448
"
"
"
"Trial 8

Space Name,Times Landed On,Percent Landed On (%)
GO,281,2.609
MEDITERRANEAN_AVENUE,201,1.866
COMMUNITY_CHEST_1,195,1.811
BALTIC_AVENUE,219,2.034
INCOME_TAX,245,2.275
READING_RAILROAD,281,2.609
ORIENTAL_AVENUE,219,2.034
CHANCE_1,244,2.266
VERMONT_AVENUE,220,2.043
CONNECTICUT_AVENUE,238,2.210
JAIL,674,6.259
ST_CHARLES_PLACE,280,2.600
ELECTRIC_COMPANY,269,2.498
STATES_AVENUE,247,2.294
VIRGINIA_AVENUE,243,2.256
PENNSYLVANIA_RAILROAD,248,2.303
ST_JAMES_PLACE,283,2.628
COMMUNITY_CHEST_2,310,2.879
TENNESSEE_AVENUE,268,2.489
NEW_YORK_AVENUE,315,2.925
FREE_PARKING,312,2.897
KENTUCKY_AVENUE,283,2.628
CHANCE_2,270,2.507
INDIANA_AVENUE,263,2.442
ILLINOIS_AVENUE,324,3.009
BO_RAILROAD,280,2.600
ATLANTIC_AVENUE,258,2.396
VENTNOR_AVENUE,282,2.619
WATER_WORKS,276,2.563
MARVIN_GARDENS,244,2.266
GO_TO_JAIL,282,2.619
PACIFIC_AVENUE,264,2.451
NORTH_CAROLINA_AVENUE,263,2.442
COMMUNITY_CHEST_3,221,2.052
PENNSYLVANIA_AVENUE,263,2.442
SHORT_LINE,254,2.359
CHANCE_3,227,2.108
PARK_PLACE,199,1.848
LUXURY_TAX,253,2.349
BOARDWALK,271,2.516
"
"
"
"Trial 9

Space Name,Times Landed On,Percent Landed On (%)
GO,296,2.757
MEDITERRANEAN_AVENUE,217,2.021
COMMUNITY_CHEST_1,216,2.012
BALTIC_AVENUE,233,2.170
INCOME_TAX,220,2.049
READING_RAILROAD,274,2.552
ORIENTAL_AVENUE,210,1.956
CHANCE_1,228,2.123
VERMONT_AVENUE,268,2.496
CONNECTICUT_AVENUE,220,2.049
JAIL,652,6.072
ST_CHARLES_PLACE,261,2.431
ELECTRIC_COMPANY,244,2.273
STATES_AVENUE,250,2.328
VIRGINIA_AVENUE,262,2.440
PENNSYLVANIA_RAILROAD,279,2.598
ST_JAMES_PLACE,278,2.589
COMMUNITY_CHEST_2,270,2.515
TENNESSEE_AVENUE,284,2.645
NEW_YORK_AVENUE,320,2.980
FREE_PARKING,305,2.841
KENTUCKY_AVENUE,283,2.636
CHANCE_2,268,2.496
INDIANA_AVENUE,272,2.533
ILLINOIS_AVENUE,317,2.952
BO_RAILROAD,276,2.571
ATLANTIC_AVENUE,290,2.701
VENTNOR_AVENUE,245,2.282
WATER_WORKS,287,2.673
MARVIN_GARDENS,254,2.366
GO_TO_JAIL,265,2.468
PACIFIC_AVENUE,268,2.496
NORTH_CAROLINA_AVENUE,263,2.449
COMMUNITY_CHEST_3,271,2.524
PENNSYLVANIA_AVENUE,252,2.347
SHORT_LINE,211,1.965
CHANCE_3,220,2.049
PARK_PLACE,219,2.040
LUXURY_TAX,210,1.956
BOARDWALK,279,2.598
"
"
"
"Trial 10

Space Name,Times Landed On,Percent Landed On (%)
GO,264,2.449
MEDITERRANEAN_AVENUE,204,1.893
COMMUNITY_CHEST_1,251,2.329
BALTIC_AVENUE,217,2.013
INCOME_TAX,225,2.087
READING_RAILROAD,264,2.449
ORIENTAL_AVENUE,235,2.180
CHANCE_1,239,2.217
VERMONT_AVENUE,204,1.893
CONNECTICUT_AVENUE,242,2.245
JAIL,669,6.207
ST_CHARLES_PLACE,283,2.625
ELECTRIC_COMPANY,263,2.440
STATES_AVENUE,200,1.855
VIRGINIA_AVENUE,240,2.227
PENNSYLVANIA_RAILROAD,305,2.830
ST_JAMES_PLACE,246,2.282
COMMUNITY_CHEST_2,296,2.746
TENNESSEE_AVENUE,299,2.774
NEW_YORK_AVENUE,303,2.811
FREE_PARKING,282,2.616
KENTUCKY_AVENUE,293,2.718
CHANCE_2,274,2.542
INDIANA_AVENUE,266,2.468
ILLINOIS_AVENUE,308,2.857
BO_RAILROAD,288,2.672
ATLANTIC_AVENUE,295,2.737
VENTNOR_AVENUE,263,2.440
WATER_WORKS,271,2.514
MARVIN_GARDENS,271,2.514
GO_TO_JAIL,274,2.542
PACIFIC_AVENUE,258,2.394
NORTH_CAROLINA_AVENUE,258,2.394
COMMUNITY_CHEST_3,282,2.616
PENNSYLVANIA_AVENUE,230,2.134
SHORT_LINE,243,2.254
CHANCE_3,248,2.301
PARK_PLACE,232,2.152
LUXURY_TAX,223,2.069
BOARDWALK,271,2.514
"
"
"
