"Strategy A,n = 1000"


"Trial 1

Space Name,Times Landed On,Percent Landed On (%)
NEW_YORK_AVENUE,31,2.860
FREE_PARKING,30,2.768
KENTUCKY_AVENUE,22,2.030
CHANCE_2,42,3.875
INDIANA_AVENUE,32,2.952
ILLINOIS_AVENUE,30,2.768
BO_RAILROAD,27,2.491
ATLANTIC_AVENUE,23,2.122
VENTNOR_AVENUE,23,2.122
WATER_WORKS,31,2.860
MARVIN_GARDENS,25,2.306
GO_TO_JAIL,27,2.491
PACIFIC_AVENUE,20,1.845
NORTH_CAROLINA_AVENUE,34,3.137
COMMUNITY_CHEST_3,30,2.768
PENNSYLVANIA_AVENUE,23,2.122
SHORT_LINE,24,2.214
CHANCE_3,20,1.845
PARK_PLACE,28,2.583
LUXURY_TAX,20,1.845
BOARDWALK,28,2.583
"
"
"
"Trial 4

Space Name,Times Landed On,Percent Landed On (%)
GO,26,2.405
MEDITERRANEAN_AVENUE,21,1.943
COMMUNITY_CHEST_1,27,2.498
BALTIC_AVENUE,22,2.035
INCOME_TAX,27,2.498
READING_RAILROAD,28,2.590
ORIENTAL_AVENUE,26,2.405
CHANCE_1,23,2.128
VERMONT_AVENUE,20,1.850
CONNECTICUT_AVENUE,15,1.388
JAIL,74,6.846
ST_CHARLES_PLACE,21,1.943
ELECTRIC_COMPANY,34,3.145
STATES_AVENUE,25,2.313
VIRGINIA_AVENUE,24,2.220
PENNSYLVANIA_RAILROAD,24,2.220
ST_JAMES_PLACE,30,2.775
COMMUNITY_CHEST_2,24,2.220
TENNESSEE_AVENUE,29,2.683
NEW_YORK_AVENUE,30,2.775
FREE_PARKING,34,3.145
KENTUCKY_AVENUE,32,2.960
CHANCE_2,28,2.590
INDIANA_AVENUE,29,2.683
ILLINOIS_AVENUE,31,2.868
BO_RAILROAD,28,2.590
ATLANTIC_AVENUE,28,2.590
VENTNOR_AVENUE,26,2.405
WATER_WORKS,21,1.943
MARVIN_GARDENS,35,3.238
GO_TO_JAIL,32,2.960
PACIFIC_AVENUE,21,1.943
NORTH_CAROLINA_AVENUE,27,2.498
COMMUNITY_CHEST_3,27,2.498
PENNSYLVANIA_AVENUE,25,2.313
SHORT_LINE,27,2.498
CHANCE_3,22,2.035
PARK_PLACE,21,1.943
LUXURY_TAX,18,1.665
BOARDWALK,19,1.758
"
"
"
"Trial 5

Space Name,Times Landed On,Percent Landed On (%)
GO,31,2.857
MEDITERRANEAN_AVENUE,19,1.751
COMMUNITY_CHEST_1,32,2.949
BALTIC_AVENUE,36,3.318
INCOME_TAX,20,1.843
READING_RAILROAD,25,2.304
ORIENTAL_AVENUE,10,0.922
CHANCE_1,29,2.673
VERMONT_AVENUE,21,1.935
CONNECTICUT_AVENUE,29,2.673
JAIL,72,6.636
ST_CHARLES_PLACE,29,2.673
ELECTRIC_COMPANY,22,2.028
STATES_AVENUE,26,2.396
VIRGINIA_AVENUE,32,2.949
PENNSYLVANIA_RAILROAD,19,1.751
ST_JAMES_PLACE,26,2.396
COMMUNITY_CHEST_2,28,2.581
TENNESSEE_AVENUE,36,3.318
NEW_YORK_AVENUE,23,2.120
FREE_PARKING,27,2.488
KENTUCKY_AVENUE,24,2.212
CHANCE_2,38,3.502
INDIANA_AVENUE,27,2.488
ILLINOIS_AVENUE,29,2.673
BO_RAILROAD,32,2.949
ATLANTIC_AVENUE,28,2.581
VENTNOR_AVENUE,26,2.396
WATER_WORKS,27,2.488
MARVIN_GARDENS,19,1.751
GO_TO_JAIL,23,2.120
PACIFIC_AVENUE,34,3.134
NORTH_CAROLINA_AVENUE,26,2.396
COMMUNITY_CHEST_3,28,2.581
PENNSYLVANIA_AVENUE,24,2.212
SHORT_LINE,29,2.673
CHANCE_3,20,1.843
PARK_PLACE,19,1.751
LUXURY_TAX,18,1.659
BOARDWALK,22,2.028
"
"
"
"Trial 6

Space Name,Times Landed On,Percent Landed On (%)
GO,29,2.705
MEDITERRANEAN_AVENUE,21,1.959
COMMUNITY_CHEST_1,21,1.959
BALTIC_AVENUE,24,2.239
INCOME_TAX,24,2.239
READING_RAILROAD,29,2.705
ORIENTAL_AVENUE,19,1.772
CHANCE_1,27,2.519
VERMONT_AVENUE,21,1.959
CONNECTICUT_AVENUE,18,1.679
JAIL,64,5.970
ST_CHARLES_PLACE,27,2.519
ELECTRIC_COMPANY,33,3.078
STATES_AVENUE,24,2.239
VIRGINIA_AVENUE,27,2.519
PENNSYLVANIA_RAILROAD,16,1.493
ST_JAMES_PLACE,28,2.612
COMMUNITY_CHEST_2,21,1.959
TENNESSEE_AVENUE,37,3.451
NEW_YORK_AVENUE,38,3.545
FREE_PARKING,31,2.892
KENTUCKY_AVENUE,30,2.799
CHANCE_2,25,2.332
INDIANA_AVENUE,21,1.959
ILLINOIS_AVENUE,27,2.519
BO_RAILROAD,33,3.078
ATLANTIC_AVENUE,31,2.892
VENTNOR_AVENUE,22,2.052
WATER_WORKS,28,2.612
MARVIN_GARDENS,28,2.612
GO_TO_JAIL,22,2.052
PACIFIC_AVENUE,20,1.866
NORTH_CAROLINA_AVENUE,31,2.892
COMMUNITY_CHEST_3,29,2.705
PENNSYLVANIA_AVENUE,28,2.612
SHORT_LINE,22,2.052
CHANCE_3,28,2.612
PARK_PLACE,29,2.705
LUXURY_TAX,16,1.493
BOARDWALK,23,2.146
"
"
"
"Trial 7

Space Name,Times Landed On,Percent Landed On (%)
GO,26,2.405
MEDITERRANEAN_AVENUE,17,1.573
COMMUNITY_CHEST_1,21,1.943
BALTIC_AVENUE,14,1.295
INCOME_TAX,28,2.590
READING_RAILROAD,23,2.128
ORIENTAL_AVENUE,26,2.405
CHANCE_1,29,2.683
VERMONT_AVENUE,18,1.665
CONNECTICUT_AVENUE,20,1.850
JAIL,73,6.753
ST_CHARLES_PLACE,30,2.775
ELECTRIC_COMPANY,25,2.313
STATES_AVENUE,20,1.850
VIRGINIA_AVENUE,30,2.775
PENNSYLVANIA_RAILROAD,29,2.683
ST_JAMES_PLACE,34,3.145
COMMUNITY_CHEST_2,27,2.498
TENNESSEE_AVENUE,33,3.053
NEW_YORK_AVENUE,27,2.498
FREE_PARKING,33,3.053
KENTUCKY_AVENUE,23,2.128
CHANCE_2,25,2.313
INDIANA_AVENUE,29,2.683
ILLINOIS_AVENUE,33,3.053
BO_RAILROAD,30,2.775
ATLANTIC_AVENUE,27,2.498
VENTNOR_AVENUE,34,3.145
WATER_WORKS,28,2.590
MARVIN_GARDENS,16,1.480
GO_TO_JAIL,31,2.868
PACIFIC_AVENUE,25,2.313
NORTH_CAROLINA_AVENUE,27,2.498
COMMUNITY_CHEST_3,28,2.590
PENNSYLVANIA_AVENUE,25,2.313
SHORT_LINE,31,2.868
CHANCE_3,10,0.925
PARK_PLACE,23,2.128
LUXURY_TAX,19,1.758
BOARDWALK,34,3.145
"
"
"
"Trial 8

Space Name,Times Landed On,Percent Landed On (%)
GO,26,2.394
MEDITERRANEAN_AVENUE,21,1.934
COMMUNITY_CHEST_1,19,1.750
BALTIC_AVENUE,19,1.750
INCOME_TAX,23,2.118
READING_RAILROAD,25,2.302
ORIENTAL_AVENUE,24,2.210
CHANCE_1,26,2.394
VERMONT_AVENUE,18,1.657
CONNECTICUT_AVENUE,27,2.486
JAIL,75,6.906
ST_CHARLES_PLACE,31,2.855
ELECTRIC_COMPANY,21,1.934
STATES_AVENUE,19,1.750
VIRGINIA_AVENUE,18,1.657
PENNSYLVANIA_RAILROAD,32,2.947
ST_JAMES_PLACE,30,2.762
COMMUNITY_CHEST_2,31,2.855
TENNESSEE_AVENUE,34,3.131
NEW_YORK_AVENUE,32,2.947
FREE_PARKING,34,3.131
KENTUCKY_AVENUE,23,2.118
CHANCE_2,33,3.039
INDIANA_AVENUE,27,2.486
ILLINOIS_AVENUE,33,3.039
BO_RAILROAD,33,3.039
ATLANTIC_AVENUE,20,1.842
VENTNOR_AVENUE,23,2.118
WATER_WORKS,22,2.026
MARVIN_GARDENS,33,3.039
GO_TO_JAIL,31,2.855
PACIFIC_AVENUE,32,2.947
NORTH_CAROLINA_AVENUE,25,2.302
COMMUNITY_CHEST_3,23,2.118
PENNSYLVANIA_AVENUE,28,2.578
SHORT_LINE,22,2.026
CHANCE_3,19,1.750
PARK_PLACE,18,1.657
LUXURY_TAX,28,2.578
BOARDWALK,28,2.578
"
"
"
"Trial 9

Space Name,Times Landed On,Percent Landed On (%)
GO,22,2.056
MEDITERRANEAN_AVENUE,30,2.804
COMMUNITY_CHEST_1,24,2.243
BALTIC_AVENUE,16,1.495
INCOME_TAX,23,2.150
READING_RAILROAD,24,2.243
ORIENTAL_AVENUE,20,1.869
CHANCE_1,21,1.963
VERMONT_AVENUE,24,2.243
CONNECTICUT_AVENUE,25,2.336
JAIL,68,6.355
ST_CHARLES_PLACE,29,2.710
ELECTRIC_COMPANY,24,2.243
STATES_AVENUE,18,1.682
VIRGINIA_AVENUE,22,2.056
PENNSYLVANIA_RAILROAD,30,2.804
ST_JAMES_PLACE,35,3.271
COMMUNITY_CHEST_2,28,2.617
TENNESSEE_AVENUE,29,2.710
NEW_YORK_AVENUE,33,3.084
FREE_PARKING,25,2.336
KENTUCKY_AVENUE,30,2.804
CHANCE_2,31,2.897
INDIANA_AVENUE,17,1.589
ILLINOIS_AVENUE,21,1.963
BO_RAILROAD,30,2.804
ATLANTIC_AVENUE,31,2.897
VENTNOR_AVENUE,39,3.645
WATER_WORKS,31,2.897
MARVIN_GARDENS,27,2.523
GO_TO_JAIL,26,2.430
PACIFIC_AVENUE,28,2.617
NORTH_CAROLINA_AVENUE,21,1.963
COMMUNITY_CHEST_3,25,2.336
PENNSYLVANIA_AVENUE,24,2.243
SHORT_LINE,26,2.430
CHANCE_3,16,1.495
PARK_PLACE,24,2.243
LUXURY_TAX,28,2.617
BOARDWALK,25,2.336
"
"
"
"Trial 10

Space Name,Times Landed On,Percent Landed On (%)
GO,25,2.321
MEDITERRANEAN_AVENUE,21,1.950
COMMUNITY_CHEST_1,19,1.764
BALTIC_AVENUE,20,1.857
INCOME_TAX,22,2.043
READING_RAILROAD,28,2.600
ORIENTAL_AVENUE,20,1.857
CHANCE_1,21,1.950
VERMONT_AVENUE,22,2.043
CONNECTICUT_AVENUE,21,1.950
JAIL,76,7.057
ST_CHARLES_PLACE,26,2.414
ELECTRIC_COMPANY,26,2.414
STATES_AVENUE,19,1.764
VIRGINIA_AVENUE,29,2.693
PENNSYLVANIA_RAILROAD,25,2.321
ST_JAMES_PLACE,31,2.878
COMMUNITY_CHEST_2,29,2.693
TENNESSEE_AVENUE,30,2.786
NEW_YORK_AVENUE,36,3.343
FREE_PARKING,24,2.228
KENTUCKY_AVENUE,32,2.971
CHANCE_2,18,1.671
INDIANA_AVENUE,29,2.693
ILLINOIS_AVENUE,34,3.157
BO_RAILROAD,28,2.600
ATLANTIC_AVENUE,22,2.043
VENTNOR_AVENUE,33,3.064
WATER_WORKS,29,2.693
MARVIN_GARDENS,30,2.786
GO_TO_JAIL,31,2.878
PACIFIC_AVENUE,22,2.043
NORTH_CAROLINA_AVENUE,28,2.600
COMMUNITY_CHEST_3,31,2.878
PENNSYLVANIA_AVENUE,24,2.228
SHORT_LINE,21,1.950
CHANCE_3,26,2.414
PARK_PLACE,24,2.228
LUXURY_TAX,23,2.136
BOARDWALK,22,2.043
"
"
"
